"record_id" "month" "day" "year" "plot_id" "species_id" "sex" "hindfoot_length" "weight" "genus" "species" "taxa" "plot_type" "date"
"516" 12389 3 2 1987 2 "DM" "M" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 1987-03-02
"517" 12394 3 2 1987 2 "DM" "F" 34 38 "Dipodomys" "merriami" "Rodent" "Control" 1987-03-02
"518" 12407 3 2 1987 2 "DM" "F" 37 42 "Dipodomys" "merriami" "Rodent" "Control" 1987-03-02
"519" 12419 3 2 1987 2 "DM" "M" 35 49 "Dipodomys" "merriami" "Rodent" "Control" 1987-03-02
"520" 12439 3 2 1987 2 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1987-03-02
"521" 12533 4 6 1987 2 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1987-04-06
"522" 12535 4 6 1987 2 "DM" "F" 36 42 "Dipodomys" "merriami" "Rodent" "Control" 1987-04-06
"523" 12545 4 6 1987 2 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1987-04-06
"524" 12676 4 26 1987 2 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1987-04-26
"525" 12764 5 28 1987 2 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1987-05-28
"526" 12780 5 28 1987 2 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1987-05-28
"527" 12966 7 1 1987 2 "DM" "M" 34 47 "Dipodomys" "merriami" "Rodent" "Control" 1987-07-01
"528" 12972 7 1 1987 2 "DM" "F" 33 25 "Dipodomys" "merriami" "Rodent" "Control" 1987-07-01
"529" 13112 7 26 1987 2 "DM" "" NA NA "Dipodomys" "merriami" "Rodent" "Control" 1987-07-26
"530" 13145 7 26 1987 2 "DM" "F" NA 40 "Dipodomys" "merriami" "Rodent" "Control" 1987-07-26
"531" 13167 7 26 1987 2 "DM" "F" NA 32 "Dipodomys" "merriami" "Rodent" "Control" 1987-07-26
"532" 13267 8 26 1987 2 "DM" "F" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1987-08-26
"533" 13481 9 27 1987 2 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1987-09-27
"534" 13589 10 25 1987 2 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1987-10-25
"535" 13757 11 22 1987 2 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1987-11-22
"536" 13820 11 22 1987 2 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1987-11-22
"537" 13822 11 22 1987 2 "DM" "M" 35 38 "Dipodomys" "merriami" "Rodent" "Control" 1987-11-22
"538" 13920 1 24 1988 2 "DM" "M" 36 38 "Dipodomys" "merriami" "Rodent" "Control" 1988-01-24
"539" 13922 1 24 1988 2 "DM" "F" 37 41 "Dipodomys" "merriami" "Rodent" "Control" 1988-01-24
"540" 13935 1 24 1988 2 "DM" "M" 34 47 "Dipodomys" "merriami" "Rodent" "Control" 1988-01-24
"541" 14098 2 22 1988 2 "DM" "F" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1988-02-22
"542" 14104 2 22 1988 2 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1988-02-22
"543" 14119 2 22 1988 2 "DM" "M" 36 38 "Dipodomys" "merriami" "Rodent" "Control" 1988-02-22
"544" 14123 2 22 1988 2 "DM" "F" 36 42 "Dipodomys" "merriami" "Rodent" "Control" 1988-02-22
"545" 14134 2 22 1988 2 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1988-02-22
"546" 14258 3 21 1988 2 "DM" "M" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1988-03-21
"547" 14279 3 21 1988 2 "DM" "F" 37 42 "Dipodomys" "merriami" "Rodent" "Control" 1988-03-21
"548" 14322 3 21 1988 2 "DM" "M" 38 48 "Dipodomys" "merriami" "Rodent" "Control" 1988-03-21
"549" 14423 4 19 1988 2 "DM" "F" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1988-04-19
"550" 14491 5 15 1988 2 "DM" "F" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1988-05-15
"551" 14540 5 15 1988 2 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1988-05-15
"552" 14603 6 12 1988 2 "DM" "F" 38 41 "Dipodomys" "merriami" "Rodent" "Control" 1988-06-12
"553" 14697 7 15 1988 2 "DM" "F" 37 42 "Dipodomys" "merriami" "Rodent" "Control" 1988-07-15
"554" 14787 8 9 1988 2 "DM" "M" 37 41 "Dipodomys" "merriami" "Rodent" "Control" 1988-08-09
"555" 14794 8 10 1988 2 "DM" "M" 35 24 "Dipodomys" "merriami" "Rodent" "Control" 1988-08-10
"556" 14797 8 10 1988 2 "DM" "F" 32 40 "Dipodomys" "merriami" "Rodent" "Control" 1988-08-10
"557" 14889 9 12 1988 2 "DM" "M" 37 35 "Dipodomys" "merriami" "Rodent" "Control" 1988-09-12
"558" 14988 10 9 1988 2 "DM" "M" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1988-10-09
"559" 16292 7 4 1989 2 "DM" "M" NA 46 "Dipodomys" "merriami" "Rodent" "Control" 1989-07-04
"560" 16377 7 30 1989 2 "DM" "F" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1989-07-30
"561" 17298 3 30 1990 2 "DM" "F" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1990-03-30
"562" 17320 3 30 1990 2 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1990-03-30
"563" 17331 3 30 1990 2 "DM" "M" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1990-03-30
"564" 17910 10 16 1990 2 "DM" "M" 36 38 "Dipodomys" "merriami" "Rodent" "Control" 1990-10-16
"565" 17915 10 16 1990 2 "DM" "F" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1990-10-16
"566" 17973 11 10 1990 2 "DM" "F" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1990-11-10
"567" 18096 12 15 1990 2 "DM" "F" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1990-12-15
"568" 18193 1 11 1991 2 "DM" "F" 34 48 "Dipodomys" "merriami" "Rodent" "Control" 1991-01-11
"569" 18201 1 11 1991 2 "DM" "M" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1991-01-11
"570" 18654 5 13 1991 2 "DM" "F" 37 54 "Dipodomys" "merriami" "Rodent" "Control" 1991-05-13
"571" 18743 6 13 1991 2 "DM" "F" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1991-06-13
"572" 18821 7 12 1991 2 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1991-07-12
"573" 19378 12 7 1991 2 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1991-12-07
"574" 19427 12 7 1991 2 "DM" "F" 36 41 "Dipodomys" "merriami" "Rodent" "Control" 1991-12-07
"575" 19539 1 8 1992 2 "DM" "M" 36 42 "Dipodomys" "merriami" "Rodent" "Control" 1992-01-08
"576" 19806 3 7 1992 2 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1992-03-07
"577" 19866 4 4 1992 2 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1992-04-04
"578" 20856 5 22 1993 2 "DM" "F" 36 55 "Dipodomys" "merriami" "Rodent" "Control" 1993-05-22
"579" 21167 10 15 1993 2 "DM" "M" 35 34 "Dipodomys" "merriami" "Rodent" "Control" 1993-10-15
"580" 21215 11 13 1993 2 "DM" "M" 36 39 "Dipodomys" "merriami" "Rodent" "Control" 1993-11-13
"581" 21223 11 13 1993 2 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1993-11-13
"582" 21269 12 14 1993 2 "DM" "M" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1993-12-14
"583" 21275 12 14 1993 2 "DM" "M" 35 36 "Dipodomys" "merriami" "Rodent" "Control" 1993-12-14
"584" 21284 12 14 1993 2 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1993-12-14
"585" 21325 2 1 1994 2 "DM" "M" 37 39 "Dipodomys" "merriami" "Rodent" "Control" 1994-02-01
"586" 21385 2 20 1994 2 "DM" "M" 37 40 "Dipodomys" "merriami" "Rodent" "Control" 1994-02-20
"587" 21435 3 11 1994 2 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1994-03-11
"588" 21442 3 11 1994 2 "DM" "M" 34 45 "Dipodomys" "merriami" "Rodent" "Control" 1994-03-11
"589" 21448 3 11 1994 2 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1994-03-11
"590" 21502 4 10 1994 2 "DM" "M" 39 41 "Dipodomys" "merriami" "Rodent" "Control" 1994-04-10
"591" 21505 4 10 1994 2 "DM" "M" 35 52 "Dipodomys" "merriami" "Rodent" "Control" 1994-04-10
"592" 21555 5 18 1994 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1994-05-18
"593" 21560 5 18 1994 2 "DM" "M" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1994-05-18
"594" 21708 8 17 1994 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1994-08-17
"595" 21757 9 6 1994 2 "DM" "M" 38 46 "Dipodomys" "merriami" "Rodent" "Control" 1994-09-06
"596" 21814 10 12 1994 2 "DM" "M" 38 43 "Dipodomys" "merriami" "Rodent" "Control" 1994-10-12
"597" 21879 11 1 1994 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1994-11-01
"598" 21940 12 4 1994 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1994-12-04
"599" 22003 1 11 1995 2 "DM" "M" 37 41 "Dipodomys" "merriami" "Rodent" "Control" 1995-01-11
"600" 22042 2 4 1995 2 "DM" "F" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1995-02-04
"601" 22044 2 4 1995 2 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1995-02-04
"602" 22105 3 4 1995 2 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1995-03-04
"603" 22109 3 4 1995 2 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1995-03-04
"604" 22168 4 1 1995 2 "DM" "M" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1995-04-01
"605" 22250 4 29 1995 2 "DM" "F" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1995-04-29
"606" 22368 6 27 1995 2 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1995-06-27
"607" 22375 6 27 1995 2 "DM" "F" 35 27 "Dipodomys" "merriami" "Rodent" "Control" 1995-06-27
"608" 22444 7 20 1995 2 "DM" "F" 31 37 "Dipodomys" "merriami" "Rodent" "Control" 1995-07-20
"609" 22550 8 26 1995 2 "DM" "F" 37 26 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-26
"610" 22560 8 26 1995 2 "DM" "F" 34 41 "Dipodomys" "merriami" "Rodent" "Control" 1995-08-26
"611" 22689 9 23 1995 2 "DM" "F" 33 43 "Dipodomys" "merriami" "Rodent" "Control" 1995-09-23
"612" 22842 10 28 1995 2 "DM" "F" 35 50 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-28
"613" 22853 10 28 1995 2 "DM" "F" 34 44 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-28
"614" 22865 10 28 1995 2 "DM" "M" 33 31 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-28
"615" 22880 10 28 1995 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-28
"616" 22896 10 28 1995 2 "DM" "M" 34 31 "Dipodomys" "merriami" "Rodent" "Control" 1995-10-28
"617" 22997 12 2 1995 2 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-02
"618" 23002 12 2 1995 2 "DM" "M" 35 40 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-02
"619" 23003 12 2 1995 2 "DM" "F" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-02
"620" 23041 12 2 1995 2 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-02
"621" 23044 12 2 1995 2 "DM" "M" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-02
"622" 23115 12 21 1995 2 "DM" "F" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"623" 23117 12 21 1995 2 "DM" "M" 35 23 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"624" 23120 12 21 1995 2 "DM" "M" 35 42 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"625" 23136 12 21 1995 2 "DM" "M" 33 27 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"626" 23144 12 21 1995 2 "DM" "F" 36 42 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"627" 23156 12 21 1995 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"628" 23169 12 21 1995 2 "DM" "F" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1995-12-21
"629" 23220 1 27 1996 2 "DM" "F" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"630" 23225 1 27 1996 2 "DM" "M" 40 54 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"631" 23234 1 27 1996 2 "DM" "F" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"632" 23237 1 27 1996 2 "DM" "M" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"633" 23243 1 27 1996 2 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"634" 23257 1 27 1996 2 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-01-27
"635" 23341 2 24 1996 2 "DM" "F" 38 55 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"636" 23345 2 24 1996 2 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"637" 23357 2 24 1996 2 "DM" "F" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"638" 23365 2 24 1996 2 "DM" "F" 34 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"639" 23368 2 24 1996 2 "DM" "M" 40 55 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"640" 23403 2 24 1996 2 "DM" "M" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-02-24
"641" 23498 3 23 1996 2 "DM" "F" 36 41 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-23
"642" 23519 3 23 1996 2 "DM" "F" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-23
"643" 23522 3 23 1996 2 "DM" "F" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-23
"644" 23549 3 23 1996 2 "DM" "M" 38 44 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-23
"645" 23565 3 23 1996 2 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-03-23
"646" 23645 4 14 1996 2 "DM" "F" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-14
"647" 23650 4 14 1996 2 "DM" "F" 34 26 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-14
"648" 23687 4 14 1996 2 "DM" "M" 40 56 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-14
"649" 23703 4 14 1996 2 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-04-14
"650" 23895 5 23 1996 2 "DM" "M" 35 41 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"651" 23899 5 23 1996 2 "DM" "M" 38 53 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"652" 23902 5 23 1996 2 "DM" "F" 37 55 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"653" 23904 5 23 1996 2 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"654" 23922 5 23 1996 2 "DM" "M" 40 54 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"655" 23929 5 23 1996 2 "DM" "F" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"656" 23936 5 23 1996 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-05-23
"657" 24027 6 13 1996 2 "DM" "M" 40 53 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-13
"658" 24045 6 13 1996 2 "DM" "F" 36 41 "Dipodomys" "merriami" "Rodent" "Control" 1996-06-13
"659" 24197 7 20 1996 2 "DM" "F" 30 46 "Dipodomys" "merriami" "Rodent" "Control" 1996-07-20
"660" 24292 8 14 1996 2 "DM" "F" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-08-14
"661" 24306 8 14 1996 2 "DM" "M" 36 40 "Dipodomys" "merriami" "Rodent" "Control" 1996-08-14
"662" 24393 9 21 1996 2 "DM" "F" 33 26 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-21
"663" 24396 9 21 1996 2 "DM" "M" 35 28 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-21
"664" 24407 9 21 1996 2 "DM" "F" 35 42 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-21
"665" 24443 9 21 1996 2 "DM" "M" 36 42 "Dipodomys" "merriami" "Rodent" "Control" 1996-09-21
"666" 24537 10 12 1996 2 "DM" "M" 38 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-12
"667" 24546 10 12 1996 2 "DM" "M" 38 50 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-12
"668" 24549 10 12 1996 2 "DM" "M" 34 36 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-12
"669" 24553 10 12 1996 2 "DM" "F" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1996-10-12
"670" 24681 11 16 1996 2 "DM" "M" 35 42 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-16
"671" 24682 11 16 1996 2 "DM" "M" 36 41 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-16
"672" 24694 11 16 1996 2 "DM" "M" 38 42 "Dipodomys" "merriami" "Rodent" "Control" 1996-11-16
"673" 24822 12 18 1996 2 "DM" "M" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-18
"674" 24844 12 18 1996 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1996-12-18
"675" 24939 2 8 1997 2 "DM" "M" 34 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-08
"676" 24947 2 8 1997 2 "DM" "M" 36 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-08
"677" 25014 2 8 1997 2 "DM" "M" 37 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-02-08
"678" 25164 3 15 1997 2 "DM" "M" 34 51 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"679" 25175 3 15 1997 2 "DM" "M" 35 52 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"680" 25181 3 15 1997 2 "DM" "M" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"681" 25183 3 15 1997 2 "DM" "F" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"682" 25193 3 15 1997 2 "DM" "M" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"683" 25197 3 15 1997 2 "DM" "F" 37 53 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"684" 25211 3 15 1997 2 "DM" "M" 38 48 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"685" 25214 3 15 1997 2 "DM" "M" 38 53 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"686" 25217 3 15 1997 2 "DM" "M" 35 50 "Dipodomys" "merriami" "Rodent" "Control" 1997-03-15
"687" 25422 4 12 1997 2 "DM" "M" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-12
"688" 25446 4 12 1997 2 "DM" "F" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-04-12
"689" 25720 5 10 1997 2 "DM" "M" 38 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-05-10
"690" 25944 6 9 1997 2 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1997-06-09
"691" 26259 7 9 1997 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-09
"692" 26567 7 29 1997 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-07-29
"693" 26773 9 27 1997 2 "DM" "M" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 1997-09-27
"694" 27005 10 25 1997 2 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1997-10-25
"695" 27212 11 22 1997 2 "DM" "M" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"696" 27240 11 22 1997 2 "DM" "F" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1997-11-22
"697" 27293 12 28 1997 2 "DM" "M" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1997-12-28
"698" 27444 1 31 1998 2 "DM" "F" 36 41 "Dipodomys" "merriami" "Rodent" "Control" 1998-01-31
"699" 27458 1 31 1998 2 "DM" "M" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-01-31
"700" 27559 3 1 1998 2 "DM" "M" 35 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-01
"701" 27567 3 1 1998 2 "DM" "F" 36 NA "Dipodomys" "merriami" "Rodent" "Control" 1998-03-01
"702" 27686 3 29 1998 2 "DM" "M" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 1998-03-29
"703" 27701 3 29 1998 2 "DM" "M" 34 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-03-29
"704" 27702 3 29 1998 2 "DM" "M" 35 48 "Dipodomys" "merriami" "Rodent" "Control" 1998-03-29
"705" 27704 3 29 1998 2 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1998-03-29
"706" 27715 3 29 1998 2 "DM" "M" 37 43 "Dipodomys" "merriami" "Rodent" "Control" 1998-03-29
"707" 27747 5 2 1998 2 "DM" "M" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-02
"708" 27753 5 2 1998 2 "DM" "F" 37 58 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-02
"709" 27776 5 2 1998 2 "DM" "M" 35 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-02
"710" 27778 5 2 1998 2 "DM" "M" 36 53 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-02
"711" 27862 5 28 1998 2 "DM" "M" 37 51 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-28
"712" 27884 5 28 1998 2 "DM" "M" 35 21 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-28
"713" 27896 5 28 1998 2 "DM" "F" 37 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-28
"714" 27909 5 28 1998 2 "DM" "M" 37 52 "Dipodomys" "merriami" "Rodent" "Control" 1998-05-28
"715" 28019 6 27 1998 2 "DM" "M" 37 33 "Dipodomys" "merriami" "Rodent" "Control" 1998-06-27
"716" 28065 6 27 1998 2 "DM" "M" 37 32 "Dipodomys" "merriami" "Rodent" "Control" 1998-06-27
"717" 28067 6 27 1998 2 "DM" "M" 35 44 "Dipodomys" "merriami" "Rodent" "Control" 1998-06-27
"718" 28177 7 18 1998 2 "DM" "M" 37 40 "Dipodomys" "merriami" "Rodent" "Control" 1998-07-18
"719" 28184 7 18 1998 2 "DM" "F" 36 48 "Dipodomys" "merriami" "Rodent" "Control" 1998-07-18
"720" 28323 8 22 1998 2 "DM" "M" 36 45 "Dipodomys" "merriami" "Rodent" "Control" 1998-08-22
"721" 28550 9 20 1998 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1998-09-20
"722" 28554 9 20 1998 2 "DM" "M" 35 36 "Dipodomys" "merriami" "Rodent" "Control" 1998-09-20
"723" 28561 9 20 1998 2 "DM" "M" 35 28 "Dipodomys" "merriami" "Rodent" "Control" 1998-09-20
"724" 28660 10 24 1998 2 "DM" "M" 39 37 "Dipodomys" "merriami" "Rodent" "Control" 1998-10-24
"725" 28663 10 24 1998 2 "DM" "M" 37 44 "Dipodomys" "merriami" "Rodent" "Control" 1998-10-24
"726" 28798 11 21 1998 2 "DM" "M" 36 46 "Dipodomys" "merriami" "Rodent" "Control" 1998-11-21
"727" 28799 11 21 1998 2 "DM" "F" 35 34 "Dipodomys" "merriami" "Rodent" "Control" 1998-11-21
"728" 28921 12 22 1998 2 "DM" "M" 36 47 "Dipodomys" "merriami" "Rodent" "Control" 1998-12-22
"729" 28926 12 22 1998 2 "DM" "F" 34 36 "Dipodomys" "merriami" "Rodent" "Control" 1998-12-22
"730" 29036 1 16 1999 2 "DM" "M" 36 44 "Dipodomys" "merriami" "Rodent" "Control" 1999-01-16
"731" 29037 1 16 1999 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 1999-01-16
"732" 29168 2 20 1999 2 "DM" "M" 37 50 "Dipodomys" "merriami" "Rodent" "Control" 1999-02-20
"733" 29308 3 14 1999 2 "DM" "M" 36 51 "Dipodomys" "merriami" "Rodent" "Control" 1999-03-14
"734" 29311 3 14 1999 2 "DM" "M" 36 27 "Dipodomys" "merriami" "Rodent" "Control" 1999-03-14
"735" 29431 4 17 1999 2 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 1999-04-17
"736" 29434 4 17 1999 2 "DM" "F" 36 31 "Dipodomys" "merriami" "Rodent" "Control" 1999-04-17
"737" 29577 5 15 1999 2 "DM" "M" 37 46 "Dipodomys" "merriami" "Rodent" "Control" 1999-05-15
"738" 29704 6 12 1999 2 "DM" "F" 34 42 "Dipodomys" "merriami" "Rodent" "Control" 1999-06-12
"739" 31215 8 25 2000 2 "DM" "F" 36 43 "Dipodomys" "merriami" "Rodent" "Control" 2000-08-25
"740" 31386 9 30 2000 2 "DM" "F" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 2000-09-30
"741" 31515 11 25 2000 2 "DM" "F" 35 43 "Dipodomys" "merriami" "Rodent" "Control" 2000-11-25
"742" 31632 12 22 2000 2 "DM" "F" 34 44 "Dipodomys" "merriami" "Rodent" "Control" 2000-12-22
"743" 31718 1 21 2001 2 "DM" "F" 34 44 "Dipodomys" "merriami" "Rodent" "Control" 2001-01-21
"744" 31792 3 3 2001 2 "DM" "F" 35 45 "Dipodomys" "merriami" "Rodent" "Control" 2001-03-03
"745" 31858 3 24 2001 2 "DM" "M" 37 53 "Dipodomys" "merriami" "Rodent" "Control" 2001-03-24
"746" 31859 3 24 2001 2 "DM" "F" 36 60 "Dipodomys" "merriami" "Rodent" "Control" 2001-03-24
"747" 31860 3 24 2001 2 "DM" "M" 37 47 "Dipodomys" "merriami" "Rodent" "Control" 2001-03-24
"748" 31861 3 24 2001 2 "DM" "M" 37 48 "Dipodomys" "merriami" "Rodent" "Control" 2001-03-24
"749" 31945 4 21 2001 2 "DM" "F" 35 47 "Dipodomys" "merriami" "Rodent" "Control" 2001-04-21
"750" 31948 4 21 2001 2 "DM" "M" 37 52 "Dipodomys" "merriami" "Rodent" "Control" 2001-04-21
"751" 32380 8 25 2001 2 "DM" "F" 36 49 "Dipodomys" "merriami" "Rodent" "Control" 2001-08-25
